tipo,Nombre_de_la_Serie,valor,categoria
Linea_II_vivienda_existente,2012/11,90,Linea
Linea_II_vivienda_existente,2012/12,1,Linea
Linea_II_vivienda_existente,2013/01,7,Linea
Linea_II_vivienda_existente,2013/02,0,Linea
Linea_II_vivienda_existente,2013/03,28,Linea
Linea_II_vivienda_existente,2013/04,231,Linea
Linea_II_vivienda_existente,2013/05,721,Linea
Linea_II_vivienda_existente,2013/06,443,Linea
Linea_II_vivienda_existente,2013/07,810,Linea
Linea_II_vivienda_existente,2013/08,666,Linea
Linea_II_vivienda_existente,2013/09,594,Linea
Linea_II_vivienda_existente,2013/10,982,Linea
Linea_II_vivienda_existente,2013/11,936,Linea
Linea_II_vivienda_existente,2013/12,"1,899",Linea
Linea_II_vivienda_existente,2014/01,8,Linea
Linea_II_vivienda_existente,2014/02,27,Linea
Linea_II_vivienda_existente,2014/03,729,Linea
Linea_II_vivienda_existente,2014/04,919,Linea
Linea_II_vivienda_existente,2014/05,"1,480",Linea
Linea_II_vivienda_existente,2014/06,"1,853",Linea
Linea_II_vivienda_existente,2014/07,"1,942",Linea
Linea_II_vivienda_existente,2014/08,"1,945",Linea
Linea_II_vivienda_existente,2014/09,"1,828",Linea
Linea_II_vivienda_existente,2014/10,"2,453",Linea
Linea_II_vivienda_existente,2014/11,"2,537",Linea
Linea_II_vivienda_existente,2014/12,"3,272",Linea
Linea_II_vivienda_existente,2015/01,343,Linea
Linea_II_vivienda_existente,2015/02,"1,978",Linea
Linea_II_vivienda_existente,2015/03,"3,155",Linea
Linea_II_vivienda_existente,2015/04,"2,549",Linea
Linea_II_vivienda_existente,2015/05,"2,027",Linea
Linea_II_vivienda_existente,2015/06,"1,237",Linea
Linea_II_vivienda_existente,2015/07,255,Linea
Linea_II_vivienda_existente,2015/08,314,Linea
Linea_II_vivienda_existente,2015/09,393,Linea
Linea_II_vivienda_existente,2015/10,197,Linea
Linea_II_vivienda_existente,2015/11,224,Linea
Linea_II_vivienda_existente,2015/12,767,Linea
Linea_II_vivienda_existente,2016/01,28,Linea
Linea_II_vivienda_existente,2016/02,586,Linea
Linea_II_vivienda_existente,2016/03,418,Linea
Linea_II_vivienda_existente,2016/04,208,Linea
Linea_II_vivienda_existente,2016/05,270,Linea
Linea_II_vivienda_existente,2016/06,752,Linea
Linea_II_vivienda_existente,2016/07,542,Linea
Linea_II_vivienda_existente,2016/08,387,Linea
Linea_II_vivienda_existente,2016/09,348,Linea
Linea_II_vivienda_existente,2016/10,535,Linea
Linea_II_vivienda_existente,2016/11,890,Linea
Linea_II_vivienda_existente,2016/12,132,Linea
Linea_II_vivienda_existente,2017/01,4,Linea
Linea_II_vivienda_existente,2017/02,0,Linea
Linea_II_vivienda_existente,2017/03,98,Linea
Linea_II_vivienda_existente,2017/04,190,Linea
Linea_II_vivienda_existente,2017/05,330,Linea
Linea_II_vivienda_existente,2017/06,449,Linea
Linea_II_vivienda_existente,2017/07,248,Linea
Linea_II_vivienda_existente,2017/08,169,Linea
Linea_II_vivienda_existente,2017/09,127,Linea
Linea_II_vivienda_existente,2017/10,34,Linea
Linea_II_vivienda_existente,2017/11,144,Linea
Linea_II_vivienda_existente,2017/12,398,Linea
Linea_II_vivienda_existente,2018/01,6,Linea
Linea_II_vivienda_existente,2018/02,92,Linea
Linea_II_vivienda_existente,2018/03,172,Linea
Linea_II_vivienda_existente,2018/04,243,Linea
Linea_II_vivienda_existente,2018/05,457,Linea
Linea_II_vivienda_existente,2018/06,319,Linea
Linea_II_vivienda_existente,2018/07,342,Linea
Linea_II_vivienda_existente,2018/08,307,Linea
Linea_II_vivienda_existente,2018/09,174,Linea
Linea_II_vivienda_existente,2018/10,258,Linea
Linea_II_vivienda_existente,2018/11,119,Linea
Linea_II_vivienda_existente,2018/12,0,Linea
Linea_II_vivienda_existente,2019/01,1,Linea
Linea_II_vivienda_existente,2019/02,0,Linea
Linea_II_vivienda_existente,2019/03,0,Linea
Linea_II_vivienda_existente,2019/04,0,Linea
Linea_II_vivienda_existente,2019/05,0,Linea
Linea_II_vivienda_existente,2019/06,0,Linea
Linea_II_vivienda_existente,2019/07,0,Linea
Linea_II_vivienda_existente,2019/08,0,Linea
Linea_II_vivienda_existente,2019/09,0,Linea
Linea_II_vivienda_existente,2019/10,0,Linea
Linea_II_vivienda_existente,2019/11,0,Linea
Linea_II_vivienda_existente,2019/12,0,Linea
Linea_II_vivienda_existente,2020/01,0,Linea
Linea_II_vivienda_existente,2020/02,0,Linea
Linea_II_vivienda_existente,2020/03,0,Linea
Linea_II_vivienda_existente,2020/04,0,Linea
Linea_II_vivienda_existente,2020/05,0,Linea
Linea_II_vivienda_existente,2020/06,0,Linea
Linea_II_vivienda_existente,2020/07,0,Linea
Linea_II_vivienda_existente,2020/08,0,Linea
Linea_II_vivienda_existente,2020/09,0,Linea
Linea_II_vivienda_nueva,2012/01,625,Linea
Linea_II_vivienda_nueva,2012/02,"12,648",Linea
Linea_II_vivienda_nueva,2012/03,"13,952",Linea
Linea_II_vivienda_nueva,2012/04,"5,782",Linea
Linea_II_vivienda_nueva,2012/05,"8,061",Linea
Linea_II_vivienda_nueva,2012/06,"11,903",Linea
Linea_II_vivienda_nueva,2012/07,"6,797",Linea
Linea_II_vivienda_nueva,2012/08,"6,504",Linea
Linea_II_vivienda_nueva,2012/09,"7,293",Linea
Linea_II_vivienda_nueva,2012/10,"5,670",Linea
Linea_II_vivienda_nueva,2012/11,"1,188",Linea
Linea_II_vivienda_nueva,2012/12,31,Linea
Linea_II_vivienda_nueva,2013/01,"12,717",Linea
Linea_II_vivienda_nueva,2013/02,"2,529",Linea
Linea_II_vivienda_nueva,2013/03,"7,554",Linea
Linea_II_vivienda_nueva,2013/04,"10,883",Linea
Linea_II_vivienda_nueva,2013/05,"8,418",Linea
Linea_II_vivienda_nueva,2013/06,"4,623",Linea
Linea_II_vivienda_nueva,2013/07,"6,166",Linea
Linea_II_vivienda_nueva,2013/08,"7,251",Linea
Linea_II_vivienda_nueva,2013/09,"5,924",Linea
Linea_II_vivienda_nueva,2013/10,"5,949",Linea
Linea_II_vivienda_nueva,2013/11,"7,109",Linea
Linea_II_vivienda_nueva,2013/12,"15,181",Linea
Linea_II_vivienda_nueva,2014/01,"3,697",Linea
Linea_II_vivienda_nueva,2014/02,"7,231",Linea
Linea_II_vivienda_nueva,2014/03,"8,091",Linea
Linea_II_vivienda_nueva,2014/04,"7,887",Linea
Linea_II_vivienda_nueva,2014/05,"8,355",Linea
Linea_II_vivienda_nueva,2014/06,"11,806",Linea
Linea_II_vivienda_nueva,2014/07,"10,056",Linea
Linea_II_vivienda_nueva,2014/08,"11,805",Linea
Linea_II_vivienda_nueva,2014/09,"13,939",Linea
Linea_II_vivienda_nueva,2014/10,"15,962",Linea
Linea_II_vivienda_nueva,2014/11,"16,518",Linea
Linea_II_vivienda_nueva,2014/12,"17,949",Linea
Linea_II_vivienda_nueva,2015/01,"5,480",Linea
Linea_II_vivienda_nueva,2015/02,"16,338",Linea
Linea_II_vivienda_nueva,2015/03,"16,093",Linea
Linea_II_vivienda_nueva,2015/04,"16,918",Linea
Linea_II_vivienda_nueva,2015/05,"13,562",Linea
Linea_II_vivienda_nueva,2015/06,"10,438",Linea
Linea_II_vivienda_nueva,2015/07,"4,222",Linea
Linea_II_vivienda_nueva,2015/08,"5,497",Linea
Linea_II_vivienda_nueva,2015/09,"10,317",Linea
Linea_II_vivienda_nueva,2015/10,"14,952",Linea
Linea_II_vivienda_nueva,2015/11,"8,126",Linea
Linea_II_vivienda_nueva,2015/12,"10,689",Linea
Linea_II_vivienda_nueva,2016/01,"3,230",Linea
Linea_II_vivienda_nueva,2016/02,"14,921",Linea
Linea_II_vivienda_nueva,2016/03,"12,005",Linea
Linea_II_vivienda_nueva,2016/04,"11,467",Linea
Linea_II_vivienda_nueva,2016/05,"10,797",Linea
Linea_II_vivienda_nueva,2016/06,"15,644",Linea
Linea_II_vivienda_nueva,2016/07,"8,551",Linea
Linea_II_vivienda_nueva,2016/08,"8,449",Linea
Linea_II_vivienda_nueva,2016/09,"7,179",Linea
Linea_II_vivienda_nueva,2016/10,"6,790",Linea
Linea_II_vivienda_nueva,2016/11,"5,183",Linea
Linea_II_vivienda_nueva,2016/12,"4,370",Linea
Linea_II_vivienda_nueva,2017/01,8,Linea
Linea_II_vivienda_nueva,2017/02,"12,157",Linea
Linea_II_vivienda_nueva,2017/03,"4,588",Linea
Linea_II_vivienda_nueva,2017/04,"5,524",Linea
Linea_II_vivienda_nueva,2017/05,"8,055",Linea
Linea_II_vivienda_nueva,2017/06,"8,841",Linea
Linea_II_vivienda_nueva,2017/07,"6,843",Linea
Linea_II_vivienda_nueva,2017/08,"6,702",Linea
Linea_II_vivienda_nueva,2017/09,"4,509",Linea
Linea_II_vivienda_nueva,2017/10,"4,990",Linea
Linea_II_vivienda_nueva,2017/11,"7,249",Linea
Linea_II_vivienda_nueva,2017/12,"5,994",Linea
Linea_II_vivienda_nueva,2018/01,"1,114",Linea
Linea_II_vivienda_nueva,2018/02,"4,192",Linea
Linea_II_vivienda_nueva,2018/03,"3,845",Linea
Linea_II_vivienda_nueva,2018/04,"5,561",Linea
Linea_II_vivienda_nueva,2018/05,"6,249",Linea
Linea_II_vivienda_nueva,2018/06,"7,532",Linea
Linea_II_vivienda_nueva,2018/07,"6,846",Linea
Linea_II_vivienda_nueva,2018/08,"6,221",Linea
Linea_II_vivienda_nueva,2018/09,"5,074",Linea
Linea_II_vivienda_nueva,2018/10,"6,555",Linea
Linea_II_vivienda_nueva,2018/11,"3,525",Linea
Linea_II_vivienda_nueva,2018/12,1,Linea
Linea_II_vivienda_nueva,2019/01,2,Linea
Linea_II_vivienda_nueva,2019/02,0,Linea
Linea_II_vivienda_nueva,2019/03,0,Linea
Linea_II_vivienda_nueva,2019/04,93,Linea
Linea_II_vivienda_nueva,2019/05,"2,197",Linea
Linea_II_vivienda_nueva,2019/06,"2,760",Linea
Linea_II_vivienda_nueva,2019/07,"1,791",Linea
Linea_II_vivienda_nueva,2019/08,213,Linea
Linea_II_vivienda_nueva,2019/09,5,Linea
Linea_II_vivienda_nueva,2019/10,1,Linea
Linea_II_vivienda_nueva,2019/11,0,Linea
Linea_II_vivienda_nueva,2019/12,0,Linea
Linea_II_vivienda_nueva,2020/01,0,Linea
Linea_II_vivienda_nueva,2020/02,0,Linea
Linea_II_vivienda_nueva,2020/03,0,Linea
Linea_II_vivienda_nueva,2020/04,0,Linea
Linea_II_vivienda_nueva,2020/05,0,Linea
Linea_II_vivienda_nueva,2020/06,0,Linea
Linea_II_vivienda_nueva,2020/07,0,Linea
Linea_II_vivienda_nueva,2020/08,0,Linea
Linea_II_vivienda_nueva,2020/09,0,Linea
Mas_de_01_y_hasta_02_UMA,2012/01,424,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2012/02,"9,984",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2012/03,"11,314",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2012/04,"5,059",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2012/05,"6,152",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2012/06,"8,198",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2012/07,"4,865",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2012/08,"4,137",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2012/09,"4,650",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2012/10,"3,692",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2012/11,818,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2012/12,28,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2013/01,"8,113",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2013/02,"1,718",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2013/03,"4,805",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2013/04,"7,295",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2013/05,"5,977",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2013/06,"3,163",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2013/07,"4,345",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2013/08,"4,868",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2013/09,"3,992",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2013/10,"4,262",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2013/11,"5,023",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2013/12,"10,510",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2014/01,"2,234",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2014/02,"4,468",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2014/03,"5,079",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2014/04,"5,126",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2014/05,"5,516",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2014/06,"7,516",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2014/07,"6,185",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2014/08,"6,514",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2014/09,"6,800",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2014/10,"7,474",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2014/11,"7,959",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2014/12,"8,970",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2015/01,"2,369",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2015/02,"8,207",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2015/03,"8,955",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2015/04,"8,608",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2015/05,"6,725",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2015/06,"4,981",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2015/07,"1,887",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2015/08,"2,633",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2015/09,"4,909",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2015/10,"6,407",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2015/11,"3,487",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2015/12,"5,648",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2016/01,"1,203",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2016/02,"6,209",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2016/03,"5,051",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2016/04,"4,340",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2016/05,"3,954",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2016/06,"6,696",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2016/07,"3,684",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2016/08,"3,447",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2016/09,"3,177",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2016/10,"3,003",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2016/11,"2,618",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2016/12,"2,019",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2017/01,6,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2017/02,"5,159",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2017/03,"2,331",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2017/04,"2,878",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2017/05,"4,873",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2017/06,"5,488",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2017/07,"3,915",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2017/08,"3,625",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2017/09,"2,574",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2017/10,"2,679",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2017/11,"3,801",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2017/12,"3,257",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2018/01,494,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2018/02,"2,059",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2018/03,"2,262",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2018/04,"3,393",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2018/05,"3,829",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2018/06,"4,491",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2018/07,"3,848",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2018/08,"3,267",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2018/09,"2,268",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2018/10,"3,005",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2018/11,"1,341",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2018/12,1,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2019/01,1,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2019/02,0,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2019/03,0,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2019/04,34,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2019/05,988,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2019/06,"1,135",Salario_UMA
Mas_de_01_y_hasta_02_UMA,2019/07,842,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2019/08,134,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2019/09,5,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2019/10,1,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2019/11,0,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2019/12,0,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2020/01,0,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2020/02,0,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2020/03,0,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2020/04,0,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2020/05,0,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2020/06,0,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2020/07,0,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2020/08,0,Salario_UMA
Mas_de_01_y_hasta_02_UMA,2020/09,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2012/01,186,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2012/02,"3,388",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2012/03,"4,200",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2012/04,"1,862",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2012/05,"3,319",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2012/06,"4,074",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2012/07,"2,162",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2012/08,"2,241",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2012/09,"2,472",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2012/10,"1,767",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2012/11,357,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2012/12,3,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2013/01,"3,793",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2013/02,660,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2013/03,"2,336",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2013/04,"3,026",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2013/05,"2,479",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2013/06,"1,454",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2013/07,"1,992",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2013/08,"2,387",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2013/09,"1,985",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2013/10,"2,070",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2013/11,"2,277",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2013/12,"5,036",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2014/01,"1,175",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2014/02,"2,272",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2014/03,"3,155",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2014/04,"3,088",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2014/05,"3,611",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2014/06,"4,933",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2014/07,"4,441",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2014/08,"5,241",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2014/09,"5,803",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2014/10,"6,972",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2014/11,"7,047",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2014/12,"7,844",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2015/01,"2,102",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2015/02,"6,590",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2015/03,"6,804",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2015/04,"6,997",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2015/05,"5,539",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2015/06,"4,175",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2015/07,"1,601",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2015/08,"1,968",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2015/09,"3,701",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2015/10,"5,631",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2015/11,"3,105",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2015/12,"3,949",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2016/01,"1,414",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2016/02,"6,204",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2016/03,"4,894",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2016/04,"4,813",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2016/05,"4,710",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2016/06,"6,308",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2016/07,"3,583",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2016/08,"3,640",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2016/09,"3,002",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2016/10,"2,854",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2016/11,"2,363",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2016/12,"1,693",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2017/01,5,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2017/02,"4,868",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2017/03,"2,325",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2017/04,"2,692",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2017/05,"3,687",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2017/06,"4,032",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2017/07,"3,251",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2017/08,"3,432",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2017/09,"2,192",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2017/10,"2,525",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2017/11,"3,706",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2017/12,"3,156",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2018/01,599,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2018/02,"2,123",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2018/03,"1,713",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2018/04,"2,703",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2018/05,"3,054",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2018/06,"3,564",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2018/07,"3,510",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2018/08,"3,445",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2018/09,"3,222",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2018/10,"3,862",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2018/11,"2,091",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2018/12,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2019/01,2,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2019/02,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2019/03,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2019/04,59,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2019/05,"1,198",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2019/06,"1,609",Salario_UMA
Mas_de_02_y_hasta_03_UMA,2019/07,941,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2019/08,79,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2019/09,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2019/10,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2019/11,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2019/12,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2020/01,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2020/02,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2020/03,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2020/04,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2020/05,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2020/06,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2020/07,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2020/08,0,Salario_UMA
Mas_de_02_y_hasta_03_UMA,2020/09,0,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2012/01,0,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2012/02,6,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2012/03,7,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2012/04,2,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2012/05,4,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2012/06,8,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2012/07,4,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2012/08,2,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2012/09,6,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2012/10,0,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2012/11,0,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2012/12,0,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2013/01,1,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2013/02,0,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2013/03,1,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2013/04,2,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2013/05,0,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2013/06,1,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2013/07,0,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2013/08,0,Salario_UMA
Mas_de_03_y_hasta_04_UMA,2013/09,1,Salario_UMA
