tipo,Nombre_de_la_Serie,valor,categoria
Baja_California_Sur,2014/06,95140266,estado
Baja_California_Sur,2014/07,84173259,estado
Baja_California_Sur,2014/08,86334398,estado
Baja_California_Sur,2014/09,64579782,estado
Baja_California_Sur,2014/10,90906940,estado
Baja_California_Sur,2014/11,92486600,estado
Baja_California_Sur,2014/12,128671935,estado
Baja_California_Sur,2015/01,62704455,estado
Baja_California_Sur,2015/02,101104599,estado
Baja_California_Sur,2015/03,113974682,estado
Baja_California_Sur,2015/04,94065160,estado
Baja_California_Sur,2015/05,95109767,estado
Baja_California_Sur,2015/06,113747431,estado
Baja_California_Sur,2015/07,94461393,estado
Baja_California_Sur,2015/08,112847749,estado
Baja_California_Sur,2015/09,96968029,estado
Baja_California_Sur,2015/10,116524494,estado
Baja_California_Sur,2015/11,108531926,estado
Baja_California_Sur,2015/12,119586907,estado
Baja_California_Sur,2016/01,55555687,estado
Baja_California_Sur,2016/02,82401076,estado
Baja_California_Sur,2016/03,102361927,estado
Baja_California_Sur,2016/04,105131049,estado
Baja_California_Sur,2016/05,106259132,estado
Baja_California_Sur,2016/06,130230920,estado
Baja_California_Sur,2016/07,93379228,estado
Baja_California_Sur,2016/08,107278066,estado
Baja_California_Sur,2016/09,108896635,estado
Baja_California_Sur,2016/10,107365448,estado
Baja_California_Sur,2016/11,96115031,estado
Baja_California_Sur,2016/12,113123714,estado
Baja_California_Sur,2017/01,52549812,estado
Baja_California_Sur,2017/02,62316948,estado
Baja_California_Sur,2017/03,90395632,estado
Baja_California_Sur,2017/04,102790244,estado
Baja_California_Sur,2017/05,126742708,estado
Baja_California_Sur,2017/06,154602959,estado
Baja_California_Sur,2017/07,112419300,estado
Baja_California_Sur,2017/08,142556923,estado
Baja_California_Sur,2017/09,114751611,estado
Baja_California_Sur,2017/10,109327567,estado
Baja_California_Sur,2017/11,129102807,estado
Baja_California_Sur,2017/12,171584966,estado
Baja_California_Sur,2018/01,70348433,estado
Baja_California_Sur,2018/02,112400593,estado
Baja_California_Sur,2018/03,127392766,estado
Baja_California_Sur,2018/04,118727900,estado
Baja_California_Sur,2018/05,140199845,estado
Baja_California_Sur,2018/06,131146841,estado
Baja_California_Sur,2018/07,124787501,estado
Baja_California_Sur,2018/08,139958659,estado
Baja_California_Sur,2018/09,101933748,estado
Baja_California_Sur,2018/10,145145179,estado
Baja_California_Sur,2018/11,144621572,estado
Baja_California_Sur,2018/12,140696328,estado
Baja_California_Sur,2019/01,78494246,estado
Baja_California_Sur,2019/02,105937553,estado
Baja_California_Sur,2019/03,146337665,estado
Baja_California_Sur,2019/04,132247985,estado
Baja_California_Sur,2019/05,147151631,estado
Baja_California_Sur,2019/06,146828532,estado
Baja_California_Sur,2019/07,159620177,estado
Baja_California_Sur,2019/08,151996505,estado
Baja_California_Sur,2019/09,129893206,estado
Baja_California_Sur,2019/10,159744481,estado
Baja_California_Sur,2019/11,115425627,estado
Baja_California_Sur,2019/12,147201407,estado
Baja_California_Sur,2020/01,109381737,estado
Baja_California_Sur,2020/02,145275282,estado
Baja_California_Sur,2020/03,144169231,estado
Baja_California_Sur,2020/04,93214989,estado
Baja_California_Sur,2020/05,73623210,estado
Baja_California_Sur,2020/06,120747631,estado
Baja_California_Sur,2020/07,102497189,estado
Baja_California_Sur,2020/08,134122134,estado
Baja_California_Sur,2020/09,137232301,estado
CDMX,2012/01,406191865,estado
CDMX,2012/02,821132314,estado
CDMX,2012/03,873701725,estado
CDMX,2012/04,753580060,estado
CDMX,2012/05,1077929368,estado
CDMX,2012/06,1178180317,estado
CDMX,2012/07,1155339447,estado
CDMX,2012/08,740563168,estado
CDMX,2012/09,617728005,estado
CDMX,2012/10,709980524,estado
CDMX,2012/11,707458693,estado
CDMX,2012/12,808510249,estado
CDMX,2013/01,349100057,estado
CDMX,2013/02,448288891,estado
CDMX,2013/03,460383602,estado
CDMX,2013/04,608296999,estado
CDMX,2013/05,604827957,estado
CDMX,2013/06,634506506,estado
CDMX,2013/07,747111482,estado
CDMX,2013/08,715678752,estado
CDMX,2013/09,664118759,estado
CDMX,2013/10,726574273,estado
CDMX,2013/11,655170746,estado
CDMX,2013/12,900250347,estado
CDMX,2014/01,364653911,estado
CDMX,2014/02,408522518,estado
CDMX,2014/03,619830973,estado
CDMX,2014/04,490284116,estado
CDMX,2014/05,576788323,estado
CDMX,2014/06,570655227,estado
CDMX,2014/07,714413629,estado
CDMX,2014/08,524576975,estado
CDMX,2014/09,571201229,estado
CDMX,2014/10,747613256,estado
CDMX,2014/11,713184988,estado
CDMX,2014/12,929467166,estado
CDMX,2015/01,280990916,estado
CDMX,2015/02,379962490,estado
CDMX,2015/03,636936780,estado
CDMX,2015/04,629769575,estado
CDMX,2015/05,667850963,estado
